,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,display_time,id,total_points
3926,survey-text,"{""Q0"":""6316ae12fc4fe7b5e89d2123""}",survey-text,0.0,4103.0,0.0-0.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,,,,,,,,,,,,,,,
3927,text-recall,,text-recall,28.0,782165.0,0.0-27.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['VELVET', 'SKA']",[],[],"['SKA', 'FISHING', 'GINGER', 'INSTRUMENTAL', 'VANILLA', 'LINEN', 'SUGAR', 'BLUEGRASS', 'CLOTH', 'FELT', 'SAILING', 'HANDBALL', 'TECHNO', 'SAGE', 'RUGBY', 'VELVET']",0.0,False,"[4237, 916]",True,28918.0,categorized_16_2,,,,
3928,reminder-none,,reminder,29.0,783168.0,0.0-28.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,True,[],[],[],"['SKA', 'FISHING', 'GINGER', 'INSTRUMENTAL', 'VANILLA', 'LINEN', 'SUGAR', 'BLUEGRASS', 'CLOTH', 'FELT', 'SAILING', 'HANDBALL', 'TECHNO', 'SAGE', 'RUGBY', 'VELVET']",0.0,False,[],,,categorized_16_2,,0.0,,
3929,text-recall,,text-recall,32.0,931991.0,0.0-31.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['TURTLE', 'SUNSHINE', 'WALLS', 'MONSOON', 'FOUNDATION', 'RABBIT']",[],[],"['SUNSHINE', 'WALLS', 'REPORT', 'BATHROOM', 'RABBIT', 'TSUNAMI', 'WING', 'RAT', 'ESSAY', 'MONSOON', 'PAPER', 'PAMPHLET', 'CLOUDS', 'ELK', 'FOUNDATION', 'TURTLE']",0.0,False,"[3176, 2247, 1431, 4011, 7065, 33545]",True,87725.0,categorized_16_1,,,,
3930,reminder-none,,reminder,33.0,932997.0,0.0-32.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,True,[],[],[],"['SUNSHINE', 'WALLS', 'REPORT', 'BATHROOM', 'RABBIT', 'TSUNAMI', 'WING', 'RAT', 'ESSAY', 'MONSOON', 'PAPER', 'PAMPHLET', 'CLOUDS', 'ELK', 'FOUNDATION', 'TURTLE']",0.0,False,[],,,categorized_16_1,,0.0,,
3931,text-recall,,text-recall,36.0,1081854.0,0.0-35.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['SUBWAY', 'TRAIN', 'SHEEP', 'STREETCAR']","['SUBWAY', 'TRAIN', 'SHEEP', 'STREETCAR']","['CAMEL', 'BELT', 'POND', 'TAXI', 'SKIRT', 'LAKE', 'FOX', 'ROBE', 'DONKEY', 'DESERT', 'WATERFALL', 'SHORTS']","['SUBWAY', 'SHEEP', 'CAMEL', 'BELT', 'TRAIN', 'STREETCAR', 'POND', 'TAXI', 'SKIRT', 'LAKE', 'FOX', 'ROBE', 'DONKEY', 'DESERT', 'WATERFALL', 'SHORTS']",4.0,False,"[2567, 1962, 1884, 12358]",True,90000.0,categorized_16_11,,,,
3932,reminder-none,,reminder,37.0,1082863.0,0.0-36.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['SUBWAY', 'SHEEP', 'CAMEL', 'BELT', 'TRAIN', 'STREETCAR', 'POND', 'TAXI', 'SKIRT', 'LAKE', 'FOX', 'ROBE', 'DONKEY', 'DESERT', 'WATERFALL', 'SHORTS']",0.0,False,[],,,categorized_16_11,,0.0,,
3933,text-recall,,text-recall,40.0,1375758.0,0.0-39.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['TANGO', 'CRANE', 'TYPHOON', 'TSUNAMI', 'WALTZ']","['TANGO', 'CRANE', 'TYPHOON', 'WALTZ']","['BALLROOM', 'SNOW', 'EARTHQUAKE', 'HAWK', 'CROW', 'YACHT', 'DESTROYER', 'STEAMBOAT', 'BLIZZARD', 'BALLET', 'DUCK', 'BARGE']","['BALLROOM', 'SNOW', 'EARTHQUAKE', 'HAWK', 'CROW', 'WALTZ', 'YACHT', 'CRANE', 'DESTROYER', 'STEAMBOAT', 'BLIZZARD', 'TYPHOON', 'BALLET', 'DUCK', 'BARGE', 'TANGO']",4.0,False,"[3274, 7497, 26565, 10010, 37349]",True,90000.0,categorized_16_7,,,,
3934,reminder-none,,reminder,41.0,1376765.0,0.0-40.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['BALLROOM', 'SNOW', 'EARTHQUAKE', 'HAWK', 'CROW', 'WALTZ', 'YACHT', 'CRANE', 'DESTROYER', 'STEAMBOAT', 'BLIZZARD', 'TYPHOON', 'BALLET', 'DUCK', 'BARGE', 'TANGO']",0.0,False,[],,,categorized_16_7,,0.0,,
3935,text-recall,,text-recall,44.0,1522114.0,0.0-43.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['LIGHTING', 'HAIL']",['HAIL'],"['GALE', 'POP', 'BOOKLET', 'ENCYCLOPEDIA', 'BASEMENT', 'SOUL', 'NOTE', 'CELLAR', 'DIGEST', 'CEILING', 'BLUES', 'GOSPEL', 'FOG', 'ATTIC', 'LIGHTNING']","['HAIL', 'GALE', 'POP', 'BOOKLET', 'ENCYCLOPEDIA', 'BASEMENT', 'SOUL', 'NOTE', 'CELLAR', 'DIGEST', 'CEILING', 'BLUES', 'GOSPEL', 'FOG', 'ATTIC', 'LIGHTNING']",1.0,False,"[5283, 6779]",True,90000.0,categorized_16_3,,,,
3936,reminder-none,,reminder,45.0,1523124.0,0.0-44.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['HAIL', 'GALE', 'POP', 'BOOKLET', 'ENCYCLOPEDIA', 'BASEMENT', 'SOUL', 'NOTE', 'CELLAR', 'DIGEST', 'CEILING', 'BLUES', 'GOSPEL', 'FOG', 'ATTIC', 'LIGHTNING']",0.0,False,[],,,categorized_16_3,,0.0,,
3937,text-recall,,text-recall,48.0,1670913.0,0.0-47.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['BANJO', 'BUCKET', 'ALTERNATIVE']","['BANJO', 'BUCKET', 'ALTERNATIVE']","['FOLK', 'CLARINET', 'SOIL', 'CLIPPERS', 'BUREAU', 'SYMPHONY', 'KEYBOARD', 'DESK', 'LAMP', 'VIOLA', 'PITCHFORK', 'PUNK', 'CABINET']","['FOLK', 'CLARINET', 'SOIL', 'CLIPPERS', 'BUREAU', 'SYMPHONY', 'KEYBOARD', 'DESK', 'LAMP', 'BANJO', 'VIOLA', 'PITCHFORK', 'BUCKET', 'ALTERNATIVE', 'PUNK', 'CABINET']",3.0,False,"[3521, 5573, 9772]",True,90000.0,categorized_16_5,,,,
3938,reminder-none,,reminder,49.0,1671919.0,0.0-48.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['FOLK', 'CLARINET', 'SOIL', 'CLIPPERS', 'BUREAU', 'SYMPHONY', 'KEYBOARD', 'DESK', 'LAMP', 'BANJO', 'VIOLA', 'PITCHFORK', 'BUCKET', 'ALTERNATIVE', 'PUNK', 'CABINET']",0.0,False,[],,,categorized_16_5,,0.0,,
3939,text-recall,,text-recall,52.0,1816792.0,0.0-51.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['CAVE', 'OCEAN', 'ACCORDION', 'HUT']","['CAVE', 'OCEAN', 'ACCORDION', 'HUT']","['GOLF', 'HARMONICA', 'RIVER', 'PALACE', 'BUNGALOW', 'SKIING', 'MANSION', 'PLATEAU', 'SWIMMING', 'HARP', 'FIDDLE', 'LACROSSE']","['ACCORDION', 'HUT', 'GOLF', 'HARMONICA', 'RIVER', 'PALACE', 'BUNGALOW', 'SKIING', 'MANSION', 'PLATEAU', 'OCEAN', 'SWIMMING', 'HARP', 'FIDDLE', 'LACROSSE', 'CAVE']",4.0,False,"[2257, 2369, 10097, 2620]",True,90000.0,categorized_16_8,,,,
3940,reminder-none,,reminder,53.0,1817806.0,0.0-52.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['ACCORDION', 'HUT', 'GOLF', 'HARMONICA', 'RIVER', 'PALACE', 'BUNGALOW', 'SKIING', 'MANSION', 'PLATEAU', 'OCEAN', 'SWIMMING', 'HARP', 'FIDDLE', 'LACROSSE', 'CAVE']",0.0,False,[],,,categorized_16_8,,0.0,,
3941,text-recall,,text-recall,56.0,1962639.0,0.0-55.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['VULTURE', 'DOVE']","['VULTURE', 'DOVE']","['JACKET', 'KITE', 'TRACTOR', 'PUZZLE', 'TIE', 'DRESS', 'CARRIAGE', 'FALCON', 'PEACOCK', 'MOTORCYCLE', 'NINTENDO', 'JEANS', 'BICYCLE', 'BALL']","['DOVE', 'JACKET', 'KITE', 'TRACTOR', 'PUZZLE', 'TIE', 'DRESS', 'CARRIAGE', 'FALCON', 'PEACOCK', 'MOTORCYCLE', 'NINTENDO', 'JEANS', 'BICYCLE', 'BALL', 'VULTURE']",2.0,False,"[3296, 2422]",True,90000.0,categorized_16_9,,,,
3942,reminder-none,,reminder,57.0,1963648.0,0.0-56.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['DOVE', 'JACKET', 'KITE', 'TRACTOR', 'PUZZLE', 'TIE', 'DRESS', 'CARRIAGE', 'FALCON', 'PEACOCK', 'MOTORCYCLE', 'NINTENDO', 'JEANS', 'BICYCLE', 'BALL', 'VULTURE']",0.0,False,[],,,categorized_16_9,,0.0,,
3943,text-recall,,text-recall,60.0,2108932.0,0.0-59.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['TUNA', 'FLOOR', 'FAULT']","['TUNA', 'FLOOR', 'FAULT']","['HILL', 'MAPLE', 'COD', 'RIDGE', 'ROOF', 'CANYON', 'PERCH', 'EUCALYPTUS', 'CATFISH', 'EVERGREEN', 'KITCHEN', 'CEDAR', 'ENTRANCE']","['HILL', 'MAPLE', 'COD', 'RIDGE', 'ROOF', 'CANYON', 'PERCH', 'EUCALYPTUS', 'CATFISH', 'EVERGREEN', 'KITCHEN', 'FLOOR', 'CEDAR', 'ENTRANCE', 'FAULT', 'TUNA']",3.0,False,"[2391, 4321, 12150]",True,90000.0,categorized_16_6,,,,
3944,reminder-none,,reminder,61.0,2109941.0,0.0-60.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['HILL', 'MAPLE', 'COD', 'RIDGE', 'ROOF', 'CANYON', 'PERCH', 'EUCALYPTUS', 'CATFISH', 'EVERGREEN', 'KITCHEN', 'FLOOR', 'CEDAR', 'ENTRANCE', 'FAULT', 'TUNA']",0.0,False,[],,,categorized_16_6,,0.0,,
3945,text-recall,,text-recall,64.0,2254964.0,0.0-63.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['PORCH', 'ROOM', 'BEECH', 'RAIN']","['PORCH', 'ROOM', 'BEECH', 'RAIN']","['THUNDER', 'WIND', 'CLOSET', 'REDWOOD', 'LOBBY', 'BULLETIN', 'MANUSCRIPT', 'FIR', 'JOURNAL', 'WILLOW', 'DROUGHT', 'NOVEL']","['THUNDER', 'PORCH', 'WIND', 'RAIN', 'BEECH', 'CLOSET', 'REDWOOD', 'LOBBY', 'BULLETIN', 'MANUSCRIPT', 'FIR', 'JOURNAL', 'WILLOW', 'ROOM', 'DROUGHT', 'NOVEL']",4.0,False,"[3320, 11364, 8532, 1736]",True,90000.0,categorized_16_0,,,,
3946,reminder-none,,reminder,65.0,2255974.0,0.0-64.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['THUNDER', 'PORCH', 'WIND', 'RAIN', 'BEECH', 'CLOSET', 'REDWOOD', 'LOBBY', 'BULLETIN', 'MANUSCRIPT', 'FIR', 'JOURNAL', 'WILLOW', 'ROOM', 'DROUGHT', 'NOVEL']",0.0,False,[],,,categorized_16_0,,0.0,,
3947,text-recall,,text-recall,68.0,2400060.0,0.0-67.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['RULER', 'WORM', 'TANKER', 'BATTLESHIP', 'MOSQUITO', 'BEETLE']","['RULER', 'WORM', 'TANKER', 'BATTLESHIP', 'MOSQUITO', 'BEETLE']","['INDIGO', 'BROWN', 'BOLT', 'AXE', 'TAN', 'SLOOP', 'SCARLET', 'SCREW', 'HORNET', 'SCHOONER']","['INDIGO', 'BEETLE', 'BROWN', 'BOLT', 'RULER', 'WORM', 'TANKER', 'MOSQUITO', 'AXE', 'TAN', 'SLOOP', 'SCARLET', 'SCREW', 'HORNET', 'BATTLESHIP', 'SCHOONER']",6.0,False,"[4698, 1713, 3432, 4343, 3682, 10388]",True,90000.0,categorized_16_4,,,,
3948,reminder-none,,reminder,69.0,2401066.0,0.0-68.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['INDIGO', 'BEETLE', 'BROWN', 'BOLT', 'RULER', 'WORM', 'TANKER', 'MOSQUITO', 'AXE', 'TAN', 'SLOOP', 'SCARLET', 'SCREW', 'HORNET', 'BATTLESHIP', 'SCHOONER']",0.0,False,[],,,categorized_16_4,,0.0,,
3949,text-recall,,text-recall,72.0,2546255.0,0.0-71.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,"['LIMME', 'ELECTRICITY', 'MANGO', 'PARROT', 'STEAM', 'FIR']","['LIME', 'ELECTRICITY', 'MANGO', 'PARROT', 'STEAM']","['SPARROW', 'PIGEON', 'TROUSERS', 'OIL', 'BOXERS', 'SUIT', 'FIG', 'CHERRY', 'CHICKEN', 'NUCLEAR', 'SLIP']","['SPARROW', 'ELECTRICITY', 'LIME', 'PIGEON', 'TROUSERS', 'OIL', 'PARROT', 'MANGO', 'BOXERS', 'SUIT', 'FIG', 'CHERRY', 'CHICKEN', 'NUCLEAR', 'STEAM', 'SLIP']",5.0,False,"[2607, 7663, 2350, 3432, 8846, 14609]",True,90000.0,categorized_16_10,,,,
3950,reminder-none,,reminder,73.0,2547268.0,0.0-72.0,pilot,107,opt-rems-full,debugxFOHo:debugjzMAM,False,[],[],[],"['SPARROW', 'ELECTRICITY', 'LIME', 'PIGEON', 'TROUSERS', 'OIL', 'PARROT', 'MANGO', 'BOXERS', 'SUIT', 'FIG', 'CHERRY', 'CHICKEN', 'NUCLEAR', 'STEAM', 'SLIP']",0.0,False,[],,,categorized_16_10,,0.0,,
3951,total-points,,,,,,,,,debugxFOHo:debugjzMAM,,,,,,,,,,,,,,debugxFOHo:debugjzMAM,35.0
3952,survey-text,"{""Q0"":""5adef850eb60400001539109""}",survey-text,0.0,4706.0,0.0-0.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,,,,,,,,,,,,,,,
3953,text-recall,,text-recall,30.0,668205.0,0.0-27.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['PENCIL', 'AXE', 'ANTELOPE', 'MOUSE', 'CLIPPERS', 'SOIL']","['PENCIL', 'AXE', 'ANTELOPE', 'MOUSE', 'CLIPPERS', 'SOIL']","['SCREW', 'ELEPHANT', 'RULER', 'LIZARD', 'PITCHFORK', 'BUCKET', 'BOXERS', 'COAT', 'SHORTS', 'HAT']","['SCREW', 'ELEPHANT', 'RULER', 'SOIL', 'LIZARD', 'PITCHFORK', 'BUCKET', 'BOXERS', 'COAT', 'SHORTS', 'CLIPPERS', 'MOUSE', 'ANTELOPE', 'HAT', 'AXE', 'PENCIL']",6.0,False,"[2223, 1792, 1952, 1480, 1496, 13552]",True,25375.0,categorized_16_5,,,,
3954,reminder-worst,,reminder,31.0,739637.0,0.0-28.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['SHORTS', 'HAT', 'COAT', 'RULER', 'COAR', 'COAT', '']","['HAT', 'COAT', 'RULER']","['SCREW', 'ELEPHANT', 'LIZARD', 'PITCHFORK', 'BUCKET', 'BOXERS']","['SCREW', 'ELEPHANT', 'RULER', 'SOIL', 'LIZARD', 'PITCHFORK', 'BUCKET', 'BOXERS', 'COAT', 'SHORTS', 'CLIPPERS', 'MOUSE', 'ANTELOPE', 'HAT', 'AXE', 'PENCIL']",3.0,False,"[3294, 1208, 927, 2320, 9120, 1512, 9824]",,,categorized_16_5,SHORTS,3000.0,,
3955,text-recall,,text-recall,34.0,833015.0,0.0-31.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['STREETCAR', 'FIDDLE', 'VAN', 'HARMONICA', 'MOOSE', 'MONGOOSE', 'DONKEY', 'TAXI']","['STREETCAR', 'FIDDLE', 'VAN', 'HARMONICA', 'MOOSE', 'DONKEY', 'TAXI']","['CLARINET', 'RAIN', 'MONSOON', 'FOG', 'TRACTOR', 'KEYBOARD', 'RAT', 'COW', 'CYCLONE']","['CLARINET', 'RAIN', 'MOOSE', 'DONKEY', 'HARMONICA', 'MONSOON', 'FOG', 'TRACTOR', 'KEYBOARD', 'RAT', 'TAXI', 'COW', 'CYCLONE', 'FIDDLE', 'VAN', 'STREETCAR']",7.0,False,"[2729, 1712, 976, 2312, 6232, 3688, 2200, 6327]",True,26640.0,categorized_16_9,,,,
3956,reminder-best,,reminder,35.0,903228.0,0.0-32.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['FOG', 'RAIN']",['RAIN'],"['CLARINET', 'MONSOON', 'TRACTOR', 'KEYBOARD', 'RAT', 'COW', 'CYCLONE']","['CLARINET', 'RAIN', 'MOOSE', 'DONKEY', 'HARMONICA', 'MONSOON', 'FOG', 'TRACTOR', 'KEYBOARD', 'RAT', 'TAXI', 'COW', 'CYCLONE', 'FIDDLE', 'VAN', 'STREETCAR']",1.0,False,"[1594, 888]",,,categorized_16_9,FOG,3000.0,,
3957,text-recall,,text-recall,38.0,983399.0,0.0-35.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['SKIRT', 'BLOCKS', 'NINTENDO', 'KITE', 'ROBE', 'PIGEON', 'HAWK']","['SKIRT', 'BLOCKS', 'KITE', 'ROBE', 'PIGEON', 'HAWK']","['BLUEGRASS', 'SUIT', 'FOLK', 'VULTURE', 'BALL', 'OWL', 'ALTERNATIVE', 'JEANS', 'POP', 'NINTENDO']","['BLUEGRASS', 'KITE', 'SUIT', 'FOLK', 'VULTURE', 'BALL', 'PIGEON', 'BLOCKS', 'HAWK', 'OWL', 'ALTERNATIVE', 'JEANS', 'POP', 'ROBE', 'NINTENDO', 'SKIRT']",6.0,False,"[2657, 1288, 2544, 1008, 1032, 4336, 1152]",False,17265.0,categorized_16_4,,,,
3958,reminder-random,,reminder,39.0,1062975.0,0.0-36.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,[],[],"['BLUEGRASS', 'SUIT', 'FOLK', 'BALL', 'OWL', 'ALTERNATIVE', 'JEANS', 'POP', 'NINTENDO']","['BLUEGRASS', 'KITE', 'SUIT', 'FOLK', 'VULTURE', 'BALL', 'PIGEON', 'BLOCKS', 'HAWK', 'OWL', 'ALTERNATIVE', 'JEANS', 'POP', 'ROBE', 'NINTENDO', 'SKIRT']",0.0,False,[],,,categorized_16_4,VULTURE,3000.0,,
3959,text-recall,,text-recall,42.0,1265808.0,0.0-39.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['BLUES', 'LACROSSE', 'ELEVATOR', 'WALLS', 'PORCH', 'POPLAR', 'BEECH', 'BIRCH']","['BLUES', 'LACROSSE', 'ELEVATOR', 'WALLS', 'PORCH', 'POPLAR', 'BEECH', 'BIRCH']","['OPERA', 'MAPLE', 'SAILING', 'SYMPHONY', 'BOXING', 'FISHING', 'INSTRUMENTAL', 'FOUNDATION']","['OPERA', 'MAPLE', 'SAILING', 'SYMPHONY', 'BOXING', 'FISHING', 'BEECH', 'POPLAR', 'INSTRUMENTAL', 'PORCH', 'FOUNDATION', 'BIRCH', 'WALLS', 'LACROSSE', 'BLUES', 'ELEVATOR']",8.0,False,"[1983, 1808, 3736, 4200, 2191, 3177, 1631, 1657]",True,90000.0,categorized_16_3,,,,
3960,reminder-none,,reminder,43.0,1266813.0,0.0-40.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,[],[],[],"['OPERA', 'MAPLE', 'SAILING', 'SYMPHONY', 'BOXING', 'FISHING', 'BEECH', 'POPLAR', 'INSTRUMENTAL', 'PORCH', 'FOUNDATION', 'BIRCH', 'WALLS', 'LACROSSE', 'BLUES', 'ELEVATOR']",0.0,False,[],,,categorized_16_3,,0.0,,
3961,text-recall,,text-recall,46.0,1399016.0,0.0-43.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['RIDGE', 'TROUSERS', 'FAULT', 'WATERFALL', 'JACKET', 'RIDGE', 'WALTZ', 'BALLET', 'TANGO', 'BALLROOM']","['RIDGE', 'TROUSERS', 'FAULT', 'WATERFALL', 'JACKET', 'WALTZ', 'BALLET', 'TANGO', 'BALLROOM']","['WOLF', 'FOX', 'CAMEL', 'PIG', 'BELT', 'PLAIN', 'TIE']","['BALLET', 'WOLF', 'FOX', 'TANGO', 'CAMEL', 'PIG', 'WALTZ', 'BALLROOM', 'BELT', 'PLAIN', 'TIE', 'FAULT', 'TROUSERS', 'JACKET', 'WATERFALL', 'RIDGE']",9.0,False,"[2391, 2336, 1576, 2433, 3767, 2320, 2400, 2048, 2848, 3272]",True,29691.0,categorized_16_7,,,,
3962,reminder-worst,,reminder,47.0,1466345.0,0.0-44.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,['TROUSERS'],[],"['WOLF', 'FOX', 'CAMEL', 'PIG', 'PLAIN', 'TIE']","['BALLET', 'WOLF', 'FOX', 'TANGO', 'CAMEL', 'PIG', 'WALTZ', 'BALLROOM', 'BELT', 'PLAIN', 'TIE', 'FAULT', 'TROUSERS', 'JACKET', 'WATERFALL', 'RIDGE']",0.0,False,[3480],,,categorized_16_7,BELT,3000.0,,
3963,text-recall,,text-recall,50.0,1543498.0,0.0-47.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['BOWLING', 'DESERT', 'SCARLET', 'CRIMSON', 'PLATEAU', 'GRAY', 'SKY', 'BLUE']","['BOWLING', 'DESERT', 'SCARLET', 'CRIMSON', 'PLATEAU', 'GRAY']","['BADMINTON', 'BROWN', 'DIGEST', 'DIVING', 'WRESTLING', 'EDITORIAL', 'GLACIER', 'OCEAN', 'NOTE', 'PAPER']","['BADMINTON', 'BROWN', 'DIGEST', 'DIVING', 'WRESTLING', 'GRAY', 'EDITORIAL', 'GLACIER', 'SCARLET', 'OCEAN', 'NOTE', 'PAPER', 'CRIMSON', 'PLATEAU', 'DESERT', 'BOWLING']",6.0,False,"[2809, 1528, 3952, 1376, 3048, 2216, 1432, 1248]",True,21010.0,categorized_16_10,,,,
3964,reminder-random,,reminder,51.0,1619634.0,0.0-48.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,['BELT'],[],"['BADMINTON', 'DIGEST', 'DIVING', 'WRESTLING', 'EDITORIAL', 'GLACIER', 'OCEAN', 'NOTE', 'PAPER']","['BADMINTON', 'BROWN', 'DIGEST', 'DIVING', 'WRESTLING', 'GRAY', 'EDITORIAL', 'GLACIER', 'SCARLET', 'OCEAN', 'NOTE', 'PAPER', 'CRIMSON', 'PLATEAU', 'DESERT', 'BOWLING']",0.0,False,[5230],,,categorized_16_10,BROWN,3000.0,,
3965,text-recall,,text-recall,54.0,1724324.0,0.0-51.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['SWIMMING', 'SKIING', 'BANJO', 'HARP', 'CAVE', 'ISLAND', 'MANUSCRIPT']","['SWIMMING', 'SKIING', 'BANJO', 'HARP', 'CAVE', 'ISLAND', 'MANUSCRIPT']","['LETTER', 'VIOLA', 'JOURNAL', 'REPORT', 'GORGE', 'GYMNASTICS', 'ACCORDION', 'HILL', 'HANDBALL']","['HARP', 'LETTER', 'VIOLA', 'JOURNAL', 'CAVE', 'ISLAND', 'REPORT', 'GORGE', 'BANJO', 'GYMNASTICS', 'MANUSCRIPT', 'ACCORDION', 'SKIING', 'HILL', 'SWIMMING', 'HANDBALL']",7.0,False,"[2768, 1609, 1672, 2888, 3632, 1871, 6825]",True,22776.0,categorized_16_11,,,,
3966,reminder-worst,,reminder,55.0,1798553.0,0.0-52.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,[],[],"['LETTER', 'VIOLA', 'JOURNAL', 'REPORT', 'GORGE', 'ACCORDION', 'HILL', 'HANDBALL']","['HARP', 'LETTER', 'VIOLA', 'JOURNAL', 'CAVE', 'ISLAND', 'REPORT', 'GORGE', 'BANJO', 'GYMNASTICS', 'MANUSCRIPT', 'ACCORDION', 'SKIING', 'HILL', 'SWIMMING', 'HANDBALL']",0.0,False,[],,,categorized_16_11,GYMNASTICS,3000.0,,
3967,text-recall,,text-recall,58.0,1888808.0,0.0-55.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['DUCK', 'FIG', 'FIR', 'EUCALYPTUS', 'EVERGREEN', 'SPARROW', 'DUCK', 'PERCH']","['DUCK', 'FIG', 'FIR', 'EUCALYPTUS', 'EVERGREEN', 'SPARROW', 'PERCH']","['HERRING', 'CHERRY', 'CATFISH', 'CANARY', 'DOVE', 'PLUM', 'SHARK', 'MANGO', 'WILLOW']","['HERRING', 'CHERRY', 'CATFISH', 'CANARY', 'DOVE', 'PLUM', 'SHARK', 'FIR', 'SPARROW', 'MANGO', 'PERCH', 'EUCALYPTUS', 'EVERGREEN', 'WILLOW', 'FIG', 'DUCK']",7.0,False,"[1544, 1288, 1336, 2824, 1896, 2680, 7632, 6400]",False,26064.0,categorized_16_2,,,,
3968,reminder-worst,,reminder,59.0,1959555.0,0.0-56.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,[],[],"['HERRING', 'CHERRY', 'CATFISH', 'CANARY', 'DOVE', 'PLUM', 'SHARK', 'MANGO']","['HERRING', 'CHERRY', 'CATFISH', 'CANARY', 'DOVE', 'PLUM', 'SHARK', 'FIR', 'SPARROW', 'MANGO', 'PERCH', 'EUCALYPTUS', 'EVERGREEN', 'WILLOW', 'FIG', 'DUCK']",0.0,False,[],,,categorized_16_2,WILLOW,3000.0,,
3969,text-recall,,text-recall,62.0,2050765.0,0.0-59.0,pilot,188,opt-rems-full,debugfRdIT:debugeWbtQ,False,"['DESTROYER', 'TANKER', 'FERRY', 'DESK', 'CLOSET', 'LOBBY', 'DESK', 'BATHROOM', 'LAMP']","['DESTROYER', 'TANKER', 'FERRY', 'DESK', 'CLOSET', 'LOBBY', 'BATHROOM', 'LAMP']","['WASP', 'BUREAU', 'WORM', 'HORNET', 'CELLAR', 'BEETLE', 'BARGE', 'CABINET']","['DESK', 'WASP', 'BUREAU', 'WORM', 'CLOSET', 'LOBBY', 'HORNET', 'CELLAR', 'BEETLE', 'BARGE', 'LAMP', 'CABINET', 'TANKER', 'FERRY', 'BATHROOM', 'DESTROYER']",8.0,False,"[2839, 1312, 2152, 2312, 1576, 1144, 1248, 1856, 904]",True,29063.0,categorized_16_1,,,,
